12454.4180949 0.108181029638 0 [0, 1, 0, 0, 0] 15001.2151897 0.661152562381 0 [0, 1, 0, 0, 0] 0.0 -0.153646915629 0 [0, 1, 0, 0, 0]
1144.78812626 0.999946181335 0 [0, 1, 0, 0, 0] 3735.15176293 -0.180976804522 0 [0, 1, 0, 0, 0] 31006.494107 0.495555409116 0 [0, 1, 0, 0, 0]

10634.9404576 0.999876505226 0 [0, 0, 1, 0, 0] 39782.8022056 0.646634204626 0 [0, 1, 0, 0, 0] 31710.6311827 0.241502547309 0 [0, 0, 1, 0, 0]

0.0 1.0 0 [0, 0, 0, 1, 0] 42003.6271533 0.653921494523 0 [0, 0, 1, 0, 0] 32231.7598862 0.653921494523 0 [0, 0, 1, 0, 0]
37547.8719773 0.371991985474 0 [0, 0, 0, 0, 1] 12440.6549465 0.344512592638 0 [0, 1, 0, 0, 0] 12205.6502731 0.11158728351 921.73297301 [0, 1, 0, 0, 0]
17655.255059 0.328262432179 0 [0, 1, 0, 0, 0] 45063.9558633 0.999942649606 0 [0, 1, 0, 0, 0] 41251.487115 0.0985677938568 0 [0, 1, 0, 0, 0]
8967.60304146 0.336385259915 0 [0, 1, 0, 0, 0] 13055.9222818 0.99987123491 0 [0, 1, 0, 0, 0] 14674.3961247 -0.152400144214 0 [0, 1, 0, 0, 0]
5275.28185402 -0.185381364947 0 [0, 1, 0, 0, 0] 1242.08998729 0.109261341343 921.73297301 [0, 1, 0, 0, 0] 18423.1290173 0.27942035406 0 [0, 1, 0, 0, 0]
4892.39948482 -0.157944111599 0 [0, 1, 0, 0, 0] 22765.7729238 -0.230015915256 0 [0, 1, 0, 0, 0] 71826.5479766 -0.0137249479297 0 [0, 1, 0, 0, 0]
14230.9573806 0.393876267647 0 [0, 1, 0, 0, 0] 42663.2824198 0.383579899649 0 [0, 1, 0, 0, 0] 1470.81210477 0.660083200183 0 [0, 1, 0, 0, 0]
34570.695147 0.998647083526 0 [0, 1, 0, 0, 0] 0.0 -0.106468131091 0 [0, 1, 0, 0, 0] 4892.39948482 0.142235695352 0 [0, 1, 0, 0, 0]
6171.83205453 0.336441918367 0 [0, 1, 0, 0, 0] 2367.02447822 -0.157492502912 0 [0, 1, 0, 0, 0] 28555.5919551 -0.222735117125 0 [0, 1, 0, 0, 0]
30059.2958491 0.116901359592 0 [0, 1, 0, 0, 0] 41904.369296 0.381400198125 0 [0, 0, 1, 0, 0] 13084.8937531 -0.111678577889 0 [0, 1, 0, 0, 0]
19193.5867486 0.638419680836 0 [0, 1, 0, 0, 0] 5275.28185402 -0.185381364947 0 [0, 0, 1, 0, 0] 13274.7126592 0.256242940966 0 [0, 1, 0, 0, 0]

13380.1585624 0.639648978456 0 [0, 1, 0, 0, 0] 10027.2205506 0.653014178088 0 [0, 1, 0, 0, 0] 1470.81210477 0.392933162374 0 [0, 1, 0, 0, 0]
25856.9321835 0.0890081973958 0 [0, 1, 0, 0, 0] 49737.9757273 0.387456617568 0 [0, 0, 1, 0, 0] 1242.08998729 0.109261341343 921.73297301 [0, 1, 0, 0, 0]

81198.6788014 -0.148417526961 0.0 [0, 1, 0, 0, 0] 29894.8276971 -0.228816516781 0 [0, 1, 0, 0, 0] 13380.1585624 0.639648978456 0 [0, 1, 0, 0, 0]
18725.8917814 0.241480089128 0 [0, 0, 1, 0, 0] 90685.3131143 -0.0411401464093 0 [0, 1, 0, 0, 0] 14674.3961247 -0.152400144214 0 [0, 0, 1, 0, 0]
3079.92070731 0.998174172178 0 [1, 0, 0, 0, 0] 15699.235436 0.661540076369 0 [1, 0, 0, 0, 0] 26365.5399064 0.0775828727896 0 [0, 1, 0, 0, 0]
30766.2232573 0.244453456153 0 [0, 1, 0, 0, 0] 71826.5479766 -0.0137249479297 0 [0, 1, 0, 0, 0] 7506.86520112 0.675924070596 0 [0, 1, 0, 0, 0]
30049.788626 0.0253053581651 0 [0, 1, 0, 0, 0] 34715.4839206 0.373289011343 0 [0, 1, 0, 0, 0] 34715.4839206 0.373289011343 0 [0, 1, 0, 0, 0]
51723.4631473 -0.155629231262 0.0 [0, 1, 0, 0, 0] 61763.4997516 0.999904128572 0 [0, 1, 0, 0, 0] 23573.0705207 0.138698274591 0 [0, 1, 0, 0, 0]
21202.1581911 0.503057211247 0 [0, 1, 0, 0, 0] 7452.19603107 -0.1620479005 0 [0, 1, 0, 0, 0] 10459.7941427 0.999946181335 0 [0, 1, 0, 0, 0]

4852.99941852 0.554216216294 0 [0, 1, 0, 0, 0] 78539.6211211 -0.0266954566563 0 [0, 1, 0, 0, 0] 29534.385967 0.373035050548 0 [0, 0, 1, 0, 0]



35092.095916 -0.207915550474 0 [0, 1, 0, 0, 0] 31580.4590836 0.999904128572 0 [0, 1, 0, 0, 0] 0.0 0.509049773055 0 [0, 1, 0, 0, 0]

29383.2489994 0.998174172178 0 [0, 1, 0, 0, 0] 4073.48988049 0.131366034848 921.73297301 [1, 0, 0, 0, 0] 32984.8842936 -0.238654896659 0 [0, 1, 0, 0, 0]
15699.235436 -0.176391389087 0 [0, 1, 0, 0, 0] 13380.1585624 0.652983708503 0 [0, 1, 0, 0, 0] 18123.0107294 -0.230125686992 0 [0, 1, 0, 0, 0]
10078.5688079 0.999528796907 0 [0, 1, 0, 0, 0] 29845.9458051 0.657483814203 0 [0, 1, 0, 0, 0] 30059.2958491 0.262623119958 0 [0, 1, 0, 0, 0]
78539.6211211 -0.118566788935 0 [0, 1, 0, 0, 0] 71826.5479766 0.200561490401 0 [0, 1, 0, 0, 0] 69278.7653804 0.640666060402 0 [0, 1, 0, 0, 0]

5275.28185402 -0.217534459357 0 [1, 0, 0, 0, 0] 11086.1331777 0.133726038914 0 [1, 0, 0, 0, 0] 34652.0449331 0.473999345416 0 [0, 1, 0, 0, 0]

18736.2444601 0.251887357839 0 [0, 1, 0, 0, 0] 4936.47121922 0.659023379376 0 [0, 1, 0, 0, 0] 2524.81164502 0.113638248346 921.73297301 [0, 1, 0, 0, 0]
82671.9470354 -0.196187445951 0 [0, 1, 0, 0, 0] 0.0 0.0456191265924 0 [0, 1, 0, 0, 0] 76708.8428745 -0.15271765552 0 [0, 1, 0, 0, 0]
7386.15708138 -0.125829344091 0 [0, 1, 0, 0, 0] 8009.7266424 0.999465669211 0 [0, 1, 0, 0, 0] 32819.0473357 0.392538741933 0 [0, 1, 0, 0, 0]
30986.6150192 0.397162499058 0 [0, 1, 0, 0, 0] 30059.2958491 0.262623119958 0 [0, 1, 0, 0, 0] 25604.2969477 0.116828714764 921.73297301 [0, 1, 0, 0, 0]

6610.65727992 0.396064733665 921.73297301 [0, 1, 0, 0, 0] 7626.2460178 0.394346612905 921.73297301 [0, 1, 0, 0, 0] 85930.7832341 -0.15449375827 921.73297301 [0, 1, 0, 0, 0]
1242.08998729 -0.214796730749 921.73297301 [0, 1, 0, 0, 0] 6610.65727992 0.396064733665 921.73297301 [0, 1, 0, 0, 0] 12099.4817905 0.240398642353 921.73297301 [0, 0, 1, 0, 0]

12099.4817905 0.240398642353 921.73297301 [0, 1, 0, 0, 0] 14766.0569625 0.648378245036 921.73297301 [0, 1, 0, 0, 0] 7626.2460178 0.394346612905 921.73297301 [0, 1, 0, 0, 0]
29894.8276971 0.660862849385 0 [0, 1, 0, 0, 0] 59144.8576783 0.178890649686 0 [0, 1, 0, 0, 0] 27583.1206802 -0.0805545655228 0 [0, 1, 0, 0, 0]
86042.5313423 -0.248145839804 0.0 [0, 1, 0, 0, 0] 73759.1063874 0.231348392525 0.0 [0, 1, 0, 0, 0] 71204.0455649 0.654126389488 0.0 [0, 1, 0, 0, 0]
42663.2824198 0.383579899649 0 [0, 1, 0, 0, 0] 8891.32295704 0.660083200183 0 [0, 0, 1, 0, 0] 14230.9573806 0.393876267647 0 [0, 1, 0, 0, 0]
31580.4590836 0.999904128572 0 [0, 1, 0, 0, 0] 35092.095916 -0.207915550474 0 [0, 1, 0, 0, 0] 23573.0705207 0.138698274591 0 [0, 0, 1, 0, 0]
50165.6954588 -0.214182888136 0 [0, 0, 1, 0, 0] 111002.555528 0.99657543572 0 [0, 0, 1, 0, 0] 3113.39507885 -0.081323453843 0.0 [0, 1, 0, 0, 0]
110849.377666 -0.155328947576 0.0 [0, 1, 0, 0, 0] 9976.09791588 0.25256856745 0 [0, 0, 1, 0, 0] 24916.44792 0.350091001274 0 [0, 0, 1, 0, 0]
84224.0276976 0.352335102071 0 [0, 0, 1, 0, 0] 0.0 0.0456191265924 0 [0, 1, 0, 0, 0] 111002.555528 0.99657543572 0 [0, 0, 1, 0, 0]
19428.0541537 0.136770791767 0 [0, 0, 1, 0, 0] 12023.1422579 0.253872197528 0 [0, 1, 0, 0, 0] 26137.2209681 0.637797133941 0 [0, 1, 0, 0, 0]
81500.1200868 0.992799370184 0.0 [0, 1, 0, 0, 0] 71204.0455649 0.654126389488 0.0 [0, 1, 0, 0, 0] 81198.6788014 0.732743054709 0.0 [0, 1, 0, 0, 0]
